username,content,Lingkungan,Harga,Pemandangan,cleaning,hapusEmoji,replaceTOM,caseFolding,tokenizing,formalisasi,stopwordRemoval,stemming
Bengbeng setiyo,Pedagangnya tampak kurang rapih sehingga mengganggu suasana sehingga pejalan kaki agak ribet.   .   .   .   ,Positif,,,Pedagangnya tampak kurang rapih sehingga mengganggu suasana sehingga pejalan kaki agak ribet,Pedagangnya tampak kurang rapih sehingga mengganggu suasana sehingga pejalan kaki agak ribet,Pedagangnya tampak kurang rapih sehingga mengganggu suasana sehingga pejalan kaki agak ribet,pedagangnya tampak kurang rapih sehingga mengganggu suasana sehingga pejalan kaki agak ribet,"['pedagangnya', 'tampak', 'kurang', 'rapih', 'sehingga', 'mengganggu', 'suasana', 'sehingga', 'pejalan', 'kaki', 'agak', 'ribet']","['pedagangnya', 'tampak', 'kurang', 'rapih', 'sehingga', 'mengganggu', 'suasana', 'sehingga', 'pejalan', 'kaki', 'agak', 'ribet']","['pedagangnya', 'rapih', 'mengganggu', 'suasana', 'pejalan', 'kaki', 'ribet']","['dagang', 'rapih', 'ganggu', 'suasana', 'pejal', 'kaki', 'ribet']"
iyan sofyan,lebih menarik seandainya kondisi alamiahnya tetap dipertahankan.   .   ,,,,lebih menarik seandainya kondisi alamiahnya tetap dipertahankan,lebih menarik seandainya kondisi alamiahnya tetap dipertahankan,lebih menarik seandainya kondisi alamiahnya tetap dipertahankan,lebih menarik seandainya kondisi alamiahnya tetap dipertahankan,"['lebih', 'menarik', 'seandainya', 'kondisi', 'alamiahnya', 'tetap', 'dipertahankan']","['lebih', 'menarik', 'seandainya', 'kondisi', 'alamiahnya', 'tetap', 'dipertahankan']","['menarik', 'seandainya', 'kondisi', 'alamiahnya', 'dipertahankan']","['tarik', 'anda', 'kondisi', 'alamiah', 'tahan']"
Wiwin Narni,"Semrawut .   .   .    Mau santai di pinggir telaga susah krn mobil lewat ,   kuda lewat dll",,,,Semrawut              Mau santai di pinggir telaga susah krn mobil lewat     kuda lewat dll,Semrawut              Mau santai di pinggir telaga susah krn mobil lewat     kuda lewat dll,Semrawut Mau santai di pinggir telaga susah krn mobil lewat kuda lewat dll,semrawut mau santai di pinggir telaga susah krn mobil lewat kuda lewat dll,"['semrawut', 'mau', 'santai', 'di', 'pinggir', 'telaga', 'susah', 'krn', 'mobil', 'lewat', 'kuda', 'lewat', 'dll']","['semrawut', 'mau', 'santai', 'di', 'pinggir', 'telaga', 'susah', 'karena', 'mobil', 'lewat', 'kuda', 'lewat', 'dan lain-lain']","['semrawut', 'santai', 'pinggir', 'telaga', 'susah', 'mobil', 'kuda', 'dan lain-lain']","['semrawut', 'santai', 'pinggir', 'telaga', 'susah', 'mobil', 'kuda', 'dan lain']"
Iksan Bawel,Maaf.   .    Sudah buka blm ya telaga saranganya skrg? Mau ksana takut gak buka,,,,Maaf         Sudah buka blm ya telaga saranganya skrg  Mau ksana takut gak buka,Maaf         Sudah buka blm ya telaga saranganya skrg  Mau ksana takut gak buka,Maaf Sudah buka blm ya telaga saranganya skrg  Mau ksana takut gak buka,maaf sudah buka blm ya telaga saranganya skrg  mau ksana takut gak buka,"['maaf', 'sudah', 'buka', 'blm', 'ya', 'telaga', 'saranganya', 'skrg', 'mau', 'ksana', 'takut', 'gak', 'buka']","['maaf', 'sudah', 'buka', 'belum', 'iya', 'telaga', 'saranganya', 'skrg', 'mau', 'ksana', 'takut', 'gak', 'buka']","['maaf', 'buka', 'iya', 'telaga', 'saranganya', 'skrg', 'ksana', 'takut', 'gak', 'buka']","['maaf', 'buka', 'iya', 'telaga', 'saranganya', 'skrg', 'ksana', 'takut', 'gak', 'buka']"
Argawi Kandito,"Banyak pedagang dan kuda,   sangat ramai dan sanitasi buruk sekali",,,,Banyak pedagang dan kuda    sangat ramai dan sanitasi buruk sekali,Banyak pedagang dan kuda    sangat ramai dan sanitasi buruk sekali,Banyak pedagang dan kuda sangat ramai dan sanitasi buruk sekali,banyak pedagang dan kuda sangat ramai dan sanitasi buruk sekali,"['banyak', 'pedagang', 'dan', 'kuda', 'sangat', 'ramai', 'dan', 'sanitasi', 'buruk', 'sekali']","['banyak', 'pedagang', 'dan', 'kuda', 'sangat', 'ramai', 'dan', 'sanitasi', 'buruk', 'sekali']","['pedagang', 'kuda', 'ramai', 'sanitasi', 'buruk']","['dagang', 'kuda', 'ramai', 'sanitasi', 'buruk']"
Sapto Ady,Tempat parkir susah.   .   .   mahal sepweti tidak tertata oleh pemda setempat,,Negatif,Positif,Tempat parkir susah            mahal sepweti tidak tertata oleh pemda setempat,Tempat parkir susah            mahal sepweti tidak tertata oleh pemda setempat,Tempat parkir susah mahal sepweti tidak tertata oleh pemda setempat,tempat parkir susah mahal sepweti tidak tertata oleh pemda setempat,"['tempat', 'parkir', 'susah', 'mahal', 'sepweti', 'tidak', 'tertata', 'oleh', 'pemda', 'setempat']","['tempat', 'parkir', 'susah', 'mahal', 'sepweti', 'tidak', 'tertata', 'oleh', 'pemerintah daerah', 'setempat']","['parkir', 'susah', 'mahal', 'sepweti', 'tertata', 'pemerintah daerah']","['parkir', 'susah', 'mahal', 'sepweti', 'tata', 'perintah daerah']"
Bertinus Simanihuruk,Bisa sebagai tempat wisata tapi lokasinya semberaut perlu ditata kembali,,,Positif,Bisa sebagai tempat wisata tapi lokasinya semberaut perlu ditata kembali,Bisa sebagai tempat wisata tapi lokasinya semberaut perlu ditata kembali,Bisa sebagai tempat wisata tapi lokasinya semberaut perlu ditata kembali,bisa sebagai tempat wisata tapi lokasinya semberaut perlu ditata kembali,"['bisa', 'sebagai', 'tempat', 'wisata', 'tapi', 'lokasinya', 'semberaut', 'perlu', 'ditata', 'kembali']","['bisa', 'sebagai', 'tempat', 'wisata', 'tapi', 'lokasinya', 'semberaut', 'perlu', 'ditata', 'kembali']","['wisata', 'lokasinya', 'semberaut', 'ditata']","['wisata', 'lokasi', 'semberaut', 'tata']"
Muhamad Irfan,Pelayanan sangat tidak ramah.   .   .   .    Orang yang menjual tiket masuk sangat buruk dan tdk ramah,,,,Pelayanan sangat tidak ramah                 Orang yang menjual tiket masuk sangat buruk dan tdk ramah,Pelayanan sangat tidak ramah                 Orang yang menjual tiket masuk sangat buruk dan tdk ramah,Pelayanan sangat tidak ramah Orang yang menjual tiket masuk sangat buruk dan tdk ramah,pelayanan sangat tidak ramah orang yang menjual tiket masuk sangat buruk dan tdk ramah,"['pelayanan', 'sangat', 'tidak', 'ramah', 'orang', 'yang', 'menjual', 'tiket', 'masuk', 'sangat', 'buruk', 'dan', 'tdk', 'ramah']","['pelayanan', 'sangat', 'tidak', 'ramah', 'orang', 'yang', 'menjual', 'tiket', 'masuk', 'sangat', 'buruk', 'dan', 'tidak', 'ramah']","['pelayanan', 'ramah', 'orang', 'menjual', 'tiket', 'masuk', 'buruk', 'ramah']","['layan', 'ramah', 'orang', 'jual', 'tiket', 'masuk', 'buruk', 'ramah']"
Harnadi Slamet Widodo,Harusnya ditata kembali.   .    ruang utk pejalan kaki.   .    agar tdk macet,,,,Harusnya ditata kembali         ruang utk pejalan kaki         agar tdk macet,Harusnya ditata kembali         ruang utk pejalan kaki         agar tdk macet,Harusnya ditata kembali ruang utk pejalan kaki agar tdk macet,harusnya ditata kembali ruang utk pejalan kaki agar tdk macet,"['harusnya', 'ditata', 'kembali', 'ruang', 'utk', 'pejalan', 'kaki', 'agar', 'tdk', 'macet']","['harusnya', 'ditata', 'kembali', 'ruang', 'untuk', 'pejalan', 'kaki', 'agar', 'tidak', 'macet']","['ditata', 'ruang', 'pejalan', 'kaki', 'macet']","['tata', 'ruang', 'pejal', 'kaki', 'macet']"
Tulus Pmj,Hati2 untk yang lewat jalan alternatif ke sarangan.   .    kena calo tiket.   .    2kli lipat,,,,Hati2 untk yang lewat jalan alternatif ke sarangan         kena calo tiket         2kli lipat,Hati2 untk yang lewat jalan alternatif ke sarangan         kena calo tiket         2kli lipat,Hati2 untk yang lewat jalan alternatif ke sarangan kena calo tiket 2kli lipat,hati2 untk yang lewat jalan alternatif ke sarangan kena calo tiket 2kli lipat,"['hati2', 'untk', 'yang', 'lewat', 'jalan', 'alternatif', 'ke', 'sarangan', 'kena', 'calo', 'tiket', '2kli', 'lipat']","['hati2', 'untk', 'yang', 'lewat', 'jalan', 'alternatif', 'ke', 'sarangan', 'kena', 'makelar', 'tiket', '2kli', 'lipat']","['hati2', 'untk', 'jalan', 'alternatif', 'sarangan', 'kena', 'makelar', 'tiket', '2kli', 'lipat']","['hati2', 'untk', 'jalan', 'alternatif', 'sarangan', 'kena', 'makelar', 'tiket', '2kli', 'lipat']"
Sri Rusmiati,Pemakaian jaket pelampung ketika naik kapal tolong diperhatikan,,,,Pemakaian jaket pelampung ketika naik kapal tolong diperhatikan,Pemakaian jaket pelampung ketika naik kapal tolong diperhatikan,Pemakaian jaket pelampung ketika naik kapal tolong diperhatikan,pemakaian jaket pelampung ketika naik kapal tolong diperhatikan,"['pemakaian', 'jaket', 'pelampung', 'ketika', 'naik', 'kapal', 'tolong', 'diperhatikan']","['pemakaian', 'jaket', 'pelampung', 'ketika', 'naik', 'kapal', 'tolong', 'diperhatikan']","['pemakaian', 'jaket', 'pelampung', 'kapal', 'tolong', 'diperhatikan']","['pakai', 'jaket', 'pelampung', 'kapal', 'tolong', 'perhati']"
SUGENG PAK,"Beli duren asli magetan yg rasanya nyuus,   durennya tebal,   gede.   ",,,,Beli duren asli magetan yg rasanya nyuus    durennya tebal    gede,Beli duren asli magetan yg rasanya nyuus    durennya tebal    gede,Beli duren asli magetan yg rasanya nyuus durennya tebal gede,beli duren asli magetan yg rasanya nyuus durennya tebal gede,"['beli', 'duren', 'asli', 'magetan', 'yg', 'rasanya', 'nyuus', 'durennya', 'tebal', 'gede']","['beli', 'durian', 'asli', 'magetan', 'yang', 'rasanya', 'nyuus', 'durennya', 'tebal', 'gede']","['beli', 'durian', 'asli', 'magetan', 'nyuus', 'durennya', 'tebal', 'gede']","['beli', 'durian', 'asli', 'magetan', 'nyuus', 'duren', 'tebal', 'gede']"
Ronald Setiawan,"Masih bagus suasananya,   namun air telaga berkurang",Positif,,Positif,Masih bagus suasananya    namun air telaga berkurang,Masih bagus suasananya    namun air telaga berkurang,Masih bagus suasananya namun air telaga berkurang,masih bagus suasananya namun air telaga berkurang,"['masih', 'bagus', 'suasananya', 'namun', 'air', 'telaga', 'berkurang']","['masih', 'bagus', 'suasananya', 'namun', 'air', 'telaga', 'berkurang']","['bagus', 'suasananya', 'air', 'telaga', 'berkurang']","['bagus', 'suasana', 'air', 'telaga', 'kurang']"
Chris Boo,"banyak pedagang,  pas ketelaga pas surut jd agak kurang puas.   .   .   ",,,,banyak pedagang   pas ketelaga pas surut jd agak kurang puas,banyak pedagang   pas ketelaga pas surut jd agak kurang puas,banyak pedagang pas ketelaga pas surut jd agak kurang puas,banyak pedagang pas ketelaga pas surut jd agak kurang puas,"['banyak', 'pedagang', 'pas', 'ketelaga', 'pas', 'surut', 'jd', 'agak', 'kurang', 'puas']","['banyak', 'pedagang', 'pas', 'ketelaga', 'pas', 'surut', 'jadi', 'agak', 'kurang', 'puas']","['pedagang', 'pas', 'ketelaga', 'pas', 'surut', 'puas']","['dagang', 'pas', 'telaga', 'pas', 'surut', 'puas']"
dian setiawan,tempat yg asik buat liburan.   untuk bajet yg pas2 ok,,,,tempat yg asik buat liburan    untuk bajet yg pas2 ok,tempat yg asik buat liburan    untuk bajet yg pas2 ok,tempat yg asik buat liburan untuk bajet yg pas2 ok,tempat yg asik buat liburan untuk bajet yg pas2 ok,"['tempat', 'yg', 'asik', 'buat', 'liburan', 'untuk', 'bajet', 'yg', 'pas2', 'ok']","['tempat', 'yang', 'asik', 'buat', 'liburan', 'untuk', 'bajet', 'yang', 'pas2', 'ok']","['asik', 'liburan', 'bajet', 'pas2', 'ok']","['asik', 'libur', 'bajet', 'pas2', 'ok']"
GPPS jemaat Anugerah Kediri,"Untuk harga masuk segitu,   sangat2 tdk memuaskan ð¢",,,,Untuk harga masuk segitu    sangat2 tdk memuaskan ð¢,Untuk harga masuk segitu    sangat2 tdk memuaskan ,Untuk harga masuk segitu sangat2 tdk memuaskan ,untuk harga masuk segitu sangat2 tdk memuaskan ,"['untuk', 'harga', 'masuk', 'segitu', 'sangat2', 'tdk', 'memuaskan']","['untuk', 'harga', 'masuk', 'segitu', 'sangat2', 'tidak', 'memuaskan']","['harga', 'masuk', 'segitu', 'sangat2', 'memuaskan']","['harga', 'masuk', 'segitu', 'sangat2', 'muas']"
jauhari efendi,Kurang nyaman untuk wisata dengan membawa anak anak,Positif,,Positif,Kurang nyaman untuk wisata dengan membawa anak anak,Kurang nyaman untuk wisata dengan membawa anak anak,Kurang nyaman untuk wisata dengan membawa anak anak,kurang nyaman untuk wisata dengan membawa anak anak,"['kurang', 'nyaman', 'untuk', 'wisata', 'dengan', 'membawa', 'anak', 'anak']","['kurang', 'nyaman', 'untuk', 'wisata', 'dengan', 'membawa', 'anak', 'anak']","['nyaman', 'wisata', 'membawa', 'anak', 'anak']","['nyaman', 'wisata', 'bawa', 'anak', 'anak']"
ibnu surya saputra,Pesona alaminya mulai perlahan hilang karena pembangunan.   .   ,,,,Pesona alaminya mulai perlahan hilang karena pembangunan,Pesona alaminya mulai perlahan hilang karena pembangunan,Pesona alaminya mulai perlahan hilang karena pembangunan,pesona alaminya mulai perlahan hilang karena pembangunan,"['pesona', 'alaminya', 'mulai', 'perlahan', 'hilang', 'karena', 'pembangunan']","['pesona', 'alaminya', 'mulai', 'perlahan', 'hilang', 'karena', 'pembangunan']","['pesona', 'alaminya', 'perlahan', 'hilang', 'pembangunan']","['pesona', 'alami', 'perlahan', 'hilang', 'bangun']"
Dalami Pinggir X,Kurang menyenangkan banyak taikuda d jln .   .     mohon d perbaiki .   .   ,,,,Kurang menyenangkan banyak taikuda d jln           mohon d perbaiki,Kurang menyenangkan banyak taikuda d jln           mohon d perbaiki,Kurang menyenangkan banyak taikuda d jln mohon d perbaiki,kurang menyenangkan banyak taikuda d jln mohon d perbaiki,"['kurang', 'menyenangkan', 'banyak', 'taikuda', 'd', 'jln', 'mohon', 'd', 'perbaiki']","['kurang', 'menyenangkan', 'banyak', 'taikuda', 'di', 'jalan', 'mohon', 'di', 'perbaiki']","['menyenangkan', 'taikuda', 'jalan', 'mohon', 'perbaiki']","['senang', 'taikuda', 'jalan', 'mohon', 'baik']"
Cordana Elsa,Tempatnya bagus,,,Positif,Tempatnya bagus,Tempatnya bagus,Tempatnya bagus,tempatnya bagus,"['tempatnya', 'bagus']","['tempatnya', 'bagus']","['tempatnya', 'bagus']","['tempat', 'bagus']"
Nanang Makfi,Tempatnya kurang teratur.    Susah buat pejalan kaki,,,,Tempatnya kurang teratur     Susah buat pejalan kaki,Tempatnya kurang teratur     Susah buat pejalan kaki,Tempatnya kurang teratur Susah buat pejalan kaki,tempatnya kurang teratur susah buat pejalan kaki,"['tempatnya', 'kurang', 'teratur', 'susah', 'buat', 'pejalan', 'kaki']","['tempatnya', 'kurang', 'teratur', 'susah', 'buat', 'pejalan', 'kaki']","['tempatnya', 'teratur', 'susah', 'pejalan', 'kaki']","['tempat', 'atur', 'susah', 'pejal', 'kaki']"
Cherio 01,"Tiket masuk mahal,   pemandangan tidak sesuai",,Negatif,Positif,Tiket masuk mahal    pemandangan tidak sesuai,Tiket masuk mahal    pemandangan tidak sesuai,Tiket masuk mahal pemandangan tidak sesuai,tiket masuk mahal pemandangan tidak sesuai,"['tiket', 'masuk', 'mahal', 'pemandangan', 'tidak', 'sesuai']","['tiket', 'masuk', 'mahal', 'pemandangan', 'tidak', 'sesuai']","['tiket', 'masuk', 'mahal', 'pemandangan', 'sesuai']","['tiket', 'masuk', 'mahal', 'pandang', 'sesuai']"
Arif Kusuma,Sekarang kotor kurang bersih .   .   .    ga kayak dl,,,,Sekarang kotor kurang bersih              ga kayak dl,Sekarang kotor kurang bersih              ga kayak dl,Sekarang kotor kurang bersih ga kayak dl,sekarang kotor kurang bersih ga kayak dl,"['sekarang', 'kotor', 'kurang', 'bersih', 'ga', 'kayak', 'dl']","['sekarang', 'kotor', 'kurang', 'bersih', 'ga', 'kayak', 'dl']","['kotor', 'bersih', 'ga', 'kayak', 'dl']","['kotor', 'bersih', 'ga', 'kayak', 'dl']"
triant 2308,Jalanan nya cocok buat yang suka cornering,,,,Jalanan nya cocok buat yang suka cornering,Jalanan nya cocok buat yang suka cornering,Jalanan nya cocok buat yang suka cornering,jalanan nya cocok buat yang suka cornering,"['jalanan', 'nya', 'cocok', 'buat', 'yang', 'suka', 'cornering']","['jalanan', 'nya', 'cocok', 'buat', 'yang', 'suka', 'cornering']","['jalanan', 'nya', 'cocok', 'suka', 'cornering']","['jalan', 'nya', 'cocok', 'suka', 'cornering']"
darto pentil,Adem seger di mata,,,,Adem seger di mata,Adem seger di mata,Adem seger di mata,adem seger di mata,"['adem', 'seger', 'di', 'mata']","['adem', 'seger', 'di', 'mata']","['adem', 'seger', 'mata']","['adem', 'seger', 'mata']"
Siti Assyafa,Tempat kotor dan tidak ada penginapan bagus,Negatif,,Positif,Tempat kotor dan tidak ada penginapan bagus,Tempat kotor dan tidak ada penginapan bagus,Tempat kotor dan tidak ada penginapan bagus,tempat kotor dan tidak ada penginapan bagus,"['tempat', 'kotor', 'dan', 'tidak', 'ada', 'penginapan', 'bagus']","['tempat', 'kotor', 'dan', 'tidak', 'ada', 'penginapan', 'bagus']","['kotor', 'penginapan', 'bagus']","['kotor', 'inap', 'bagus']"
oky mykoo,"Kalau pas debit air telaga naik,   ya ilang ini lokasi",,,,Kalau pas debit air telaga naik    ya ilang ini lokasi,Kalau pas debit air telaga naik    ya ilang ini lokasi,Kalau pas debit air telaga naik ya ilang ini lokasi,kalau pas debit air telaga naik ya ilang ini lokasi,"['kalau', 'pas', 'debit', 'air', 'telaga', 'naik', 'ya', 'ilang', 'ini', 'lokasi']","['kalau', 'pas', 'debit', 'air', 'telaga', 'naik', 'iya', 'hilang', 'ini', 'lokasi']","['pas', 'debit', 'air', 'telaga', 'iya', 'hilang', 'lokasi']","['pas', 'debit', 'air', 'telaga', 'iya', 'hilang', 'lokasi']"
Junaidi Muhammad,Sate klinci nya enakSuasana sejuk,Positif,,,Sate klinci nya enakSuasana sejuk,Sate klinci nya enakSuasana sejuk,Sate klinci nya enakSuasana sejuk,sate klinci nya enaksuasana sejuk,"['sate', 'klinci', 'nya', 'enaksuasana', 'sejuk']","['sate', 'klinci', 'nya', 'enaksuasana', 'sejuk']","['sate', 'klinci', 'nya', 'enaksuasana', 'sejuk']","['sate', 'klinci', 'nya', 'enaksuasana', 'sejuk']"
Ed Fishing,"rame ,   dan krng berkelas utk org kota",,,,rame     dan krng berkelas utk org kota,rame     dan krng berkelas utk org kota,rame dan krng berkelas utk org kota,rame dan krng berkelas utk org kota,"['rame', 'dan', 'krng', 'berkelas', 'utk', 'org', 'kota']","['ramai', 'dan', 'krng', 'berkelas', 'untuk', 'org', 'kota']","['ramai', 'krng', 'berkelas', 'org', 'kota']","['ramai', 'krng', 'kelas', 'org', 'kota']"
ika rismawati,Tempat ini benar benar tempat untuk libyran warga lokal.   .    Dan sangat populer .   .   ,,,,Tempat ini benar benar tempat untuk libyran warga lokal         Dan sangat populer,Tempat ini benar benar tempat untuk libyran warga lokal         Dan sangat populer,Tempat ini benar benar tempat untuk libyran warga lokal Dan sangat populer,tempat ini benar benar tempat untuk libyran warga lokal dan sangat populer,"['tempat', 'ini', 'benar', 'benar', 'tempat', 'untuk', 'libyran', 'warga', 'lokal', 'dan', 'sangat', 'populer']","['tempat', 'ini', 'benar', 'benar', 'tempat', 'untuk', 'libyran', 'warga', 'lokal', 'dan', 'sangat', 'populer']","['libyran', 'warga', 'lokal', 'populer']","['libyran', 'warga', 'lokal', 'populer']"
vanessa iswandari,Harga tiket masuknya 20rb,,,,Harga tiket masuknya 20rb,Harga tiket masuknya 20rb,Harga tiket masuknya 20rb,harga tiket masuknya 20rb,"['harga', 'tiket', 'masuknya', '20rb']","['harga', 'tiket', 'masuknya', '20rb']","['harga', 'tiket', 'masuknya', '20rb']","['harga', 'tiket', 'masuk', '20rb']"
Naya 87,Ya sukaa ajaahð,,,,Ya sukaa ajaahð,Ya sukaa ajaah,Ya sukaa ajaah,ya sukaa ajaah,"['ya', 'sukaa', 'ajaah']","['iya', 'sukaa', 'ajaah']","['iya', 'sukaa', 'ajaah']","['iya', 'sukaa', 'ajaah']"
Henry A,Terlalu rame,,,,Terlalu rame,Terlalu rame,Terlalu rame,terlalu rame,"['terlalu', 'rame']","['terlalu', 'ramai']",['ramai'],['ramai']
yudhi dp,Tiket masuk terlalu mahal.   .   ,,Negatif,,Tiket masuk terlalu mahal,Tiket masuk terlalu mahal,Tiket masuk terlalu mahal,tiket masuk terlalu mahal,"['tiket', 'masuk', 'terlalu', 'mahal']","['tiket', 'masuk', 'terlalu', 'mahal']","['tiket', 'masuk', 'mahal']","['tiket', 'masuk', 'mahal']"
"Apt.   ,   dra.    Erni Utami Sunarko",Tempatnya sekitar telaga banyak pkl dan kumuh,Negatif,,,Tempatnya sekitar telaga banyak pkl dan kumuh,Tempatnya sekitar telaga banyak pkl dan kumuh,Tempatnya sekitar telaga banyak pkl dan kumuh,tempatnya sekitar telaga banyak pkl dan kumuh,"['tempatnya', 'sekitar', 'telaga', 'banyak', 'pkl', 'dan', 'kumuh']","['tempatnya', 'sekitar', 'telaga', 'banyak', 'pkl', 'dan', 'kumuh']","['tempatnya', 'telaga', 'pkl', 'kumuh']","['tempat', 'telaga', 'pkl', 'kumuh']"
Lintas Media,Tiket masuknya terlalu mahaaaallll,,,,Tiket masuknya terlalu mahaaaallll,Tiket masuknya terlalu mahaaaallll,Tiket masuknya terlalu mahal,tiket masuknya terlalu mahal,"['tiket', 'masuknya', 'terlalu', 'mahal']","['tiket', 'masuknya', 'terlalu', 'mahal']","['tiket', 'masuknya', 'mahal']","['tiket', 'masuk', 'mahal']"
Robby Antok,efek pandemi Corona telaga sarangan sepi,,,,efek pandemi Corona telaga sarangan sepi,efek pandemi Corona telaga sarangan sepi,efek pandemi Corona telaga sarangan sepi,efek pandemi corona telaga sarangan sepi,"['efek', 'pandemi', 'corona', 'telaga', 'sarangan', 'sepi']","['efek', 'pandemi', 'corona', 'telaga', 'sarangan', 'sepi']","['efek', 'pandemi', 'corona', 'telaga', 'sarangan', 'sepi']","['efek', 'pandemi', 'corona', 'telaga', 'sarangan', 'sepi']"
Tomy Baja,"Ribet parkir e,   tambah riyel",,,,Ribet parkir e    tambah riyel,Ribet parkir e    tambah riyel,Ribet parkir e tambah riyel,ribet parkir e tambah riyel,"['ribet', 'parkir', 'e', 'tambah', 'riyel']","['ribet', 'parkir', 'e', 'tambah', 'riyel']","['ribet', 'parkir', 'e', 'riyel']","['ribet', 'parkir', 'e', 'riyel']"
Ikhsan Septian,kotor dan pedagangnya tidak tertib,Negatif,,,kotor dan pedagangnya tidak tertib,kotor dan pedagangnya tidak tertib,kotor dan pedagangnya tidak tertib,kotor dan pedagangnya tidak tertib,"['kotor', 'dan', 'pedagangnya', 'tidak', 'tertib']","['kotor', 'dan', 'pedagangnya', 'tidak', 'tertib']","['kotor', 'pedagangnya', 'tertib']","['kotor', 'dagang', 'tertib']"
i_one boedi,Sangat Kumuh dan Bau Kotoran Kuda,,,,Sangat Kumuh dan Bau Kotoran Kuda,Sangat Kumuh dan Bau Kotoran Kuda,Sangat Kumuh dan Bau Kotoran Kuda,sangat kumuh dan bau kotoran kuda,"['sangat', 'kumuh', 'dan', 'bau', 'kotoran', 'kuda']","['sangat', 'kumuh', 'dan', 'bau', 'kotoran', 'kuda']","['kumuh', 'bau', 'kotoran', 'kuda']","['kumuh', 'bau', 'kotor', 'kuda']"
pututs pututs,Kurang pengelola an dan asesoris wisata,,,Positif,Kurang pengelola an dan asesoris wisata,Kurang pengelola an dan asesoris wisata,Kurang pengelola an dan asesoris wisata,kurang pengelola an dan asesoris wisata,"['kurang', 'pengelola', 'an', 'dan', 'asesoris', 'wisata']","['kurang', 'pengelola', 'an', 'dan', 'asesoris', 'wisata']","['pengelola', 'an', 'asesoris', 'wisata']","['kelola', 'an', 'asesoris', 'wisata']"
Bagas,Perjalanan yg bagus,,,Positif,Perjalanan yg bagus,Perjalanan yg bagus,Perjalanan yg bagus,perjalanan yg bagus,"['perjalanan', 'yg', 'bagus']","['perjalanan', 'yang', 'bagus']","['perjalanan', 'bagus']","['jalan', 'bagus']"
Michael Wiyarso,"Biasa aja,   terlalu rame",,,,Biasa aja    terlalu rame,Biasa aja    terlalu rame,Biasa aja terlalu rame,biasa aja terlalu rame,"['biasa', 'aja', 'terlalu', 'rame']","['biasa', 'saja', 'terlalu', 'ramai']",['ramai'],['ramai']
Aurelia Kunyel,Sangat menarik,,,,Sangat menarik,Sangat menarik,Sangat menarik,sangat menarik,"['sangat', 'menarik']","['sangat', 'menarik']",['menarik'],['tarik']
Heri Kartika,Tiket Masuk Luarang Ggggaaaaeeeessss,,,,Tiket Masuk Luarang Ggggaaaaeeeessss,Tiket Masuk Luarang Ggggaaaaeeeessss,Tiket Masuk Luarang Ggaes,tiket masuk luarang ggaes,"['tiket', 'masuk', 'luarang', 'ggaes']","['tiket', 'masuk', 'luarang', 'ggaes']","['tiket', 'masuk', 'luarang', 'ggaes']","['tiket', 'masuk', 'luarang', 'ggaes']"
Saiful Rijal,Sangat dingiiiiiiiiii.   .   .   .   .   .   .   nnnnnn,,,,Sangat dingiiiiiiiiii                            nnnnnn,Sangat dingiiiiiiiiii                            nnnnnn,Sangat dingi n,sangat dingi n,"['sangat', 'dingi', 'n']","['sangat', 'dingi', 'dan']",['dingi'],['dingi']
nita Milles,Banyak sampahnya sekarang,Negatif,,,Banyak sampahnya sekarang,Banyak sampahnya sekarang,Banyak sampahnya sekarang,banyak sampahnya sekarang,"['banyak', 'sampahnya', 'sekarang']","['banyak', 'sampahnya', 'sekarang']",['sampahnya'],['sampah']
Arif San,ððð,,,,ððð,,,,[],[],[],[]
pojok jayua,Rame dan panas di weekend,,,,Rame dan panas di weekend,Rame dan panas di weekend,Rame dan panas di weekend,rame dan panas di weekend,"['rame', 'dan', 'panas', 'di', 'weekend']","['ramai', 'dan', 'panas', 'di', 'weekend']","['ramai', 'panas', 'weekend']","['ramai', 'panas', 'weekend']"
Ratna Ratna,Nuansa biru,,,,Nuansa biru,Nuansa biru,Nuansa biru,nuansa biru,"['nuansa', 'biru']","['nuansa', 'biru']","['nuansa', 'biru']","['nuansa', 'biru']"
Alipasadena 99,Kurang memuaskan.   .   ,,,,Kurang memuaskan,Kurang memuaskan,Kurang memuaskan,kurang memuaskan,"['kurang', 'memuaskan']","['kurang', 'memuaskan']",['memuaskan'],['muas']
User 8769,Airnya sempat kering.   ,,,,Airnya sempat kering,Airnya sempat kering,Airnya sempat kering,airnya sempat kering,"['airnya', 'sempat', 'kering']","['airnya', 'sempat', 'kering']","['airnya', 'kering']","['air', 'kering']"
David Surya Wijaya,Lumayan unt ngadem,,,,Lumayan unt ngadem,Lumayan unt ngadem,Lumayan unt ngadem,lumayan unt ngadem,"['lumayan', 'unt', 'ngadem']","['lumayan', 'unt', 'ngadem']","['lumayan', 'unt', 'ngadem']","['lumayan', 'unt', 'ngadem']"
Mufidul Niam,B aja,,,,B aja,B aja,B aja,b aja,"['b', 'aja']","['b', 'saja']",['b'],['b']
Hesty Yulaesti,Suka banget seru,,,,Suka banget seru,Suka banget seru,Suka banget seru,suka banget seru,"['suka', 'banget', 'seru']","['suka', 'banget', 'seru']","['suka', 'banget', 'seru']","['suka', 'banget', 'seru']"
